Rating,Users,Field,Action,Developer,Description
3.0,4 users,Business & finance,CMU Dining,,"CMU Dining Assistant can provide you with information about the times, directions, and details of the several eateries location on the CMU campus."
0.0,0 users,Business & finance,FAIRWINDS Credit Union,FAIRWINDS Credit Union,"FAIRWINDS Credit Union helps you find answers quickly. You can ask about ATM and branch locations, hours of operation, how to apply for a loan, how to set up direct deposit, and more."
3.2,16 users,Business & finance,Officeworks,Officeworks Ltd,"Get the Lowest Prices and Widest Range every day... anywhere! Officeworks is Australia's largest supplier of office and stationery products catering for all your work, home and school needs.

Whether you’re stocking up the supplies cabinet, furnishing your workspace or hunting for the latest and greatest technology, Officeworks is here to help, bringing more than 20,000 products to your fingertips. 

The new app will be packed with features to help you every day. You will be able to:

- Browse Officeworks entire catalogue of more than 30,000 products
- Check availability of items at your closest store 
- Create shopping lists in the app and e-mail a summary to yourself
- Check store details, including opening/closing times & contact numbers

Plus, don’t forget Officeworks offers free next day delivery to Metro Sydney, Melbourne, Brisbane, Perth and Geelong!"
1.0,1 users,Business & finance,CompIndia Infotech,CompIndia Infotech,We have successfully completed more than 1200 projects. Their cutting edge technological expertise combined with their dedication to deliver the highest level of customer satisfaction has resulted in an impressive client list world wide.
4.5,2 users,Business & finance,Sun Valley Mountain Report,Sun Valley,Sun Valley Resort winter mountain conditions and snow report for Bald Mountain and Dollar Mountain.
1.0,1 users,Business & finance,Greenestep Techsupport,,"Greenestep tech support is a voice based assistance to Greenestep customers, partners and prospects to know more about the company, some FAQ's are answered. This voice support also gives you support timings, support addresses and contact information of Greenestep."
2.0,2 users,Business & finance,Irvine Company Vendor Finder,The Irvine Company,Irvine Company Vendor Finder is a convenient app for Irvine Company employees to find approved vendors for their everyday needs. With an interactive selection flow finding a vendor is now quicker than ever.
1.0,1 users,Business & finance,MC Office Trivia Game,,"Disclaimer: The information provided by the action is not a substitute for advice from a medical professional. This is a trivia game to learn about EMSI corporation's Premier Solutions. EMSI corporation is an office information services provider serving health plans, life and property/casualty insurers and employers."
0.0,0 users,Business & finance,flash man,Sarthak Jain,"Flash man helps you to know about the details of current batch and passed out students of XIME Kochi.
There are 4 batches which has been passed out of college and 2 batches are currently pursuing their PGDM Degree.
Flash Man helps you to know about details such as their name, roll no, hometown.
The key information which flash man tells you is where they did their Socially Useful Productive Activity and their Summer Internship Programme."
2.0,1 users,Business & finance,Rainbow Austin,R/GA Austin,Rainbow Austin lets you access local resources and knowledge to help navigate life in Austin as an LGBTQ+ person through Google Assistant.
0.0,0 users,Business & finance,Frontier Silicon Hong Kong,Frontier Silicon,"Frontier Silicon Hong Kong app is for introducing Frontier Silicon Hong Kong Limited to users and let users learn more about the company's background, history, business and product range. For example, user may query ""Tell me about your products"" or ""tell me about smart audio solution"" to ask for the information about Frontier Silicon Hong Kong Limited's products."
0.0,0 users,Business & finance,BioHiTech Alto,BioHiTech America,BioHiTech Alto lets you talk to your BioHiTech digesters
0.0,0 users,Business & finance,Markville DECA Prep,Markville DECA,Markville DECA Prep is a trivia game preparing you for DECA competitions. Included numerous questions and terminology that may appear on DECA exams.
3.0,3 users,Business & finance,Mr SS,Ankith Menon,Scheme Sewak is for those who want to know about the Union/State government schemes that have been rolled out this year. The user can know which scheme was brought in which month simply by asking the chat assistant.
0.0,0 users,Business & finance,Career Guidance in CSE,CGCSE,"We are providing mentoring support about project making, latest research topics, Scholarships, International publication in Conferences and Journals etc. related to Computer Science Engineering"
0.0,0 users,Business & finance,ChotuMotu Mumbai,ChotuMotu,"ChotuMotu was founded in 2015 to give you the gift of time and the leverage to get things done. We love to help people and save their time..

We can assure that your time once again can be reclaimed as your own. Our personal assistance services will help you take control of your busy day so that you can always find time to sit back and relax. We act as your very own personal assistant (just a way better version). We are always available whenever you need us. Call us, share your outdoor task list and consider it done."
0.0,0 users,Business & finance,DEC Facts and Portfolio,,"DEC Facts and Portfolio lets you know more about DEC Team, DEC Services and DEC Consulting"
0.0,0 users,Business & finance,EMSI Corporation Trivia Game,,"This is a trivia game to learn about EMSI corporation. EMSI corporation is a medical information services provider serving health plans, life and property/casualty insurers and employers."
0.0,0 users,Business & finance,Women Techmakers Jodhpur,WTM Jodhpur,WTM Jodhpur is exclusive community for tech developers in Jodhpur who would like to exchange opportunities and ideas for the inclusion of females in tech industries and promote them.
0.0,0 users,Business & finance,SEO Krishna,,SEO krishna helps to find the average monthly search volume for keywords. No need to open any SEO tool and type to check something on go. Made in Love With SEO by Krishna Ghali.
0.0,0 users,Business & finance,I'm Ready for the Business World,Argh Company,Do you have questions about you are ready or not to the business world? Worry no more! After this test you are going to be ready (or not) for the business world!
